delayWeeks,completionPace,averageScore,loginFrequency,gapDepth,recencyRatio,weakSkillRatio,avgFocusScore,hasAttentionData,caughtUp,examGrade
6.238,3.958,89.445,8.314,0.626,0.544,0.929,29.879,1,0,11.75
9.047,1.998,73.243,5.971,0.85,0.624,0.206,0,0,1,10.5
7.793,4.994,80.114,13.414,0.323,0.083,0.948,0,0,1,11.75
0.469,3.308,20.565,4.929,0.943,0.985,0.012,0,0,1,9.5
11.338,1.507,52.046,11.014,0.333,0.795,0.872,0,0,0,10
2.723,3.879,88.164,12.872,0.987,0.805,0.487,0,0,1,15.5
1.627,4.901,66.134,4.605,0.735,0.389,0.614,0,0,1,13.25
9.683,0.479,31.856,4.912,0.531,0.703,0.905,0,0,0,6.75
5.712,0.426,85.588,4.153,0.829,0.264,0.319,0,0,1,12.25
10.117,4.446,65.096,2.294,0.474,0.025,0.527,0,0,0,10.75
10.223,0.893,75.707,6.547,0.249,0.791,0.459,32.796,1,0,12.5
6.9,3.849,82.334,12.494,0.927,0.573,0.445,0,0,1,14.25
6.86,4.94,82.212,13.947,0.932,0.023,0.041,0,0,0,14.75
0.608,0.748,67.547,12.663,0.76,0.655,0.33,9.496,1,0,10.25
0.893,0.18,35.357,2.589,0.938,0.873,0.027,96.977,1,1,9.75
9.562,3.332,40.702,3.931,0.203,0.2,0.955,0,0,0,6.5
8.577,0.222,58.598,2.756,0.885,0.476,0.721,0,0,0,8
5.458,4.828,75.998,5.264,0.732,0.786,0.14,15.742,1,0,12.5
11.055,4.293,80.01,6.116,0.011,0.661,0.541,0,0,1,12
9.953,1.717,74.275,12.075,0.105,0.409,0.816,0,0,1,11
11.581,1.623,85.867,6.99,0.436,0.515,0.188,89.557,1,1,11.5
8.736,4.932,32.548,5.253,0.94,0.469,0.988,88.385,1,0,8.25
3.5,1.893,36.578,6.698,0.607,0.67,0.339,0,0,1,8.5
11.59,4.751,79.388,12.157,0.608,0.729,0.964,0,0,0,12.5
9.424,1.544,20.223,7.972,0.595,0.517,0.674,0,0,1,5.25
10.901,4.846,6.988,12.517,0.225,0.894,0.761,0,0,1,7
9.615,0.593,14.209,11.246,0.506,0.226,0.341,0.232,1,0,6.25
5.919,1.251,59.937,5.118,0.199,0.734,0.534,4.262,1,0,10.25
10.605,3.693,90.457,10.673,0.315,0.566,0.591,61.9,1,1,12.5
7.507,0.773,81.385,4.972,0.41,0.089,0.639,0,0,0,11.5
7.712,3.383,49.656,13.568,0.415,0.599,0.485,0,0,1,12.25
8.493,3.479,17.772,1.684,0.667,0.493,0.925,0,0,0,5.5
2.264,3.124,29.372,0.64,0.418,0.049,0.481,0,0,0,7.75
3.851,3.859,70.458,7.18,0.333,0.283,0.669,99.576,1,1,13
2.402,3.627,82.308,10.422,0.73,0.005,0.68,50.062,1,0,12
8.86,4.276,38.939,11.778,0.942,0.91,0.209,0,0,1,11.75
6.257,1.861,30.243,2.927,0.613,0.386,0.772,0,0,0,6.75
1.011,3.765,41.974,1.279,0.937,0.462,0.106,0,0,1,8.75
0.878,4.349,99.504,11.576,0.423,0.561,0.154,0,0,1,15
7.947,3.584,4.564,0.703,0.094,0.006,0.748,0,0,0,3.25
0.376,4.846,66.269,2.07,0.875,0.652,0.8,9.673,1,0,11.25
4.563,0.91,4.02,6.427,0.633,0.578,0.548,48.211,1,0,7.5
6.066,0.109,62.723,3.711,0.115,0.277,0.017,91.944,1,0,11.25
3.147,0.236,13.115,13.133,0.738,0.829,0.767,96.265,1,0,7.25
3.915,0.588,4.393,13.543,0.464,0.869,0.557,0,0,0,7.5
2.599,0.113,20.44,5.898,0.753,0.786,0.621,38.976,1,0,8.5
7.221,1.224,69.751,2.901,0.508,0.787,0.567,0,0,0,10.5
10.5,3.89,23.174,13.569,0.487,0.359,0.054,35.305,1,0,7.25
9.226,0.49,17.093,11.617,0.243,0.815,0.054,0,0,0,8
1.015,3.864,62.876,9.688,0.17,0.559,0.43,99.816,1,1,12.25
8.347,2.644,49.291,0.057,0.781,0.387,0.759,0,0,0,8
0.669,0.766,93.509,3.601,0.528,0.742,0.035,0,0,1,13.75
11.093,2.999,85.288,0.235,0.303,0.083,0.656,0,0,1,9.25
3.575,1.189,37.079,10.973,0.039,0.137,0.762,0,0,0,7
2.05,2.738,41.306,11.513,0.32,0.019,0.392,0,0,0,10.25
8.032,0.813,85.749,12.384,0.921,0.448,0.705,0,0,0,10.25
0.714,0.765,45.185,2.187,0.666,0.923,0.84,0,0,1,8.25
6.999,1.039,62.839,2.017,0.443,0.718,0.593,0,0,1,11.25
2.099,1.025,35.838,1.365,0.522,0.741,0.026,0,0,1,11
4.813,1.045,44.524,8.906,0.208,0.47,0.66,0,0,0,9.5
0.661,2.296,8.66,4.298,0.218,0.2,0.811,0,0,0,4.75
5.061,3.294,80.934,6.113,0.186,0.568,0.51,88.884,1,1,14
10.282,0.711,45.246,4.566,0.359,0.084,0.307,0,0,0,6.25
8.834,1.778,7.293,11.492,0.151,0.435,0.749,0,0,0,6.25
3.923,1.053,91.39,4.604,0.248,0.741,0.23,87.865,1,1,13.75
10.665,4.315,59.206,13.152,0.329,0.906,0.623,99.713,1,1,13.5
9.939,1.328,3.182,9.066,0.168,0.543,0.845,6.481,1,0,5.5
8.707,2.361,92.361,3.402,0.293,0.992,0.489,0,0,1,12.75
11.391,3.993,44.596,5.495,0.124,0.542,0.383,80.385,1,0,9.5
3.405,3.855,12.64,5.769,0.577,0.726,0.103,0,0,1,9
3.503,4.627,86.986,1.957,0.628,0.557,0.498,0,0,1,13.5
10.169,0.305,99.373,12.082,0.894,0.213,0.715,0,0,0,12.75
0.68,3.397,43.979,0.672,0.828,0.471,0.784,0,0,1,11
8.343,1.473,33.118,13.711,0.468,0.532,0.669,0,0,0,7.75
11.744,1.532,32.252,12.463,0.743,0.632,0.56,0,0,1,8.25
9.651,1.23,11.082,4.677,0.25,0.644,0.553,28.132,1,0,4.75
10.793,2.122,57.53,7.327,0.936,0.147,0.545,33.09,1,0,7
10.347,0.879,18.447,1.261,0.083,0.769,0.392,58.907,1,0,7
7.259,0.925,65.759,11.569,0.027,0.601,0.839,0,0,1,12
4.605,1.323,2.835,0.403,0.999,0.029,0.542,77.036,1,0,6.25
4.286,3.215,64.32,10.289,0.318,0.448,0.771,0,0,1,11.25
1.618,0.17,55.75,9.538,0.353,0.599,0.035,0,0,1,10.25
8.956,1.085,89.215,3.255,0.258,0.432,0.725,0,0,1,13
5.287,3.211,82.251,5.977,0.664,0.239,0.48,0,0,0,13.5
10.765,2.843,49.64,0.501,0.804,0.764,0.131,0,0,1,11
8.837,3.53,45.791,4.616,0.666,0.306,0.443,67.021,1,0,9
4.049,3.284,92.652,9.556,0.941,0.641,0.425,30.374,1,1,15.25
7.861,4.001,57.139,7.428,0.378,0.755,0.503,0,0,1,10.5
5.55,3.099,56.771,0.522,0.65,0.868,0.607,0,0,1,11.75
10.31,3.13,39.651,4.223,0.351,0.984,0.349,0,0,0,11.25
9.757,1.474,79.517,3.98,0.595,0.056,0.848,0,0,0,10
8.875,4.403,67.028,11.926,0.468,0.536,0.977,4.599,1,0,9.5
6.321,2.267,7.593,6.792,0.272,0.799,0.294,0,0,1,6.5
7.594,0.103,99.151,12.084,0.656,0.534,0.149,20.942,1,0,14.5
8.113,3.92,5.068,13.35,0.728,0.415,0.087,44.786,1,0,7.25
5.115,4.547,22.499,10.287,0.446,0.705,0.202,51.258,1,1,8.75
0.071,2.166,54.329,0.505,0.424,0.797,0.955,0,0,1,11
3.621,0.162,84.734,11.564,0.794,0.132,0.288,0,0,0,13.25
1.84,2.889,19.154,7.902,0.314,0.596,0.458,0,0,0,7.5
11.264,0.758,89.374,8.195,0.964,0.521,0.1,0,0,1,13.75
6.048,3.11,17.98,5.697,0.914,0.201,0.615,3.985,1,0,6.25
2.263,3.448,75.867,4.193,0.876,0.597,0.418,92.645,1,1,12.25
4.058,1.794,39.985,3.291,0.433,0.076,0.273,0,0,0,6.75
7.746,4.275,79.798,2.865,0.072,0.138,0.964,0,0,0,10
1.517,4.14,21.093,6.041,0.771,0.538,0.001,33.59,1,1,8.25
3.989,0.595,48.945,8.611,0.465,0.824,0.155,0,0,1,10
10.84,1.698,30.128,1.938,0.2,0.844,0.852,70.701,1,1,8
11.653,0.017,31.107,12.331,0.142,0.268,0.815,0,0,0,5.75
11.166,2.253,9.688,5.997,0.766,0.098,0.266,0,0,0,4.5
3.789,2.709,67.546,10.411,0.025,0.371,0.231,0,0,1,11.25
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0.073,50,0,0.978,0,0,0,0,0,6.75
4.414,2.18,69.444,2.543,0.333,0.955,0.333,20.4,1,1,12.25
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
12,0,50,0,1,0,0,0,0,0,6.75
3.414,3.328,74.923,3.328,0.289,0.596,0.205,0,0,1,13.5
0.414,3.012,72.295,5.231,0.156,0.596,0.205,0,0,1,13.75
4.414,1.703,68.846,5.393,0.333,0.596,0.308,0,0,1,12
0.914,2.933,70.128,4.122,0.178,0.596,0.277,66,1,1,13.25
1.414,2.644,69.684,4.627,0.2,0.596,0.368,0,0,1,13
1.914,3.64,75.784,4.056,0.222,0.596,0.162,0,0,1,14
12,0.795,41.059,2.1,0.689,0.31,0.706,0,0,0,6.5
9.914,2.205,48.722,1.509,0.578,0.453,0.5,0,0,0,8.75
8.914,2.757,43.913,1.444,0.533,0.596,0.609,0,0,0,9
12,0.238,19,0.238,0.933,0,1,0,0,0,2.75
12,1.182,24.8,0.131,0.8,0,1,0,0,0,3.75
9.914,1.079,51.6,1.419,0.578,0.489,0.533,0,0,0,8.5
12,0.114,32,0.795,0.956,0,1,0,0,0,3.75
12,0.603,35.6,0.517,0.844,0.024,1,0,0,0,4.5
12,0.227,27.5,0.284,0.911,0.132,1,0,0,0,3.75
12,0.52,24.333,0.936,0.889,0,1,0,0,0,3.5
8.414,1.616,42.276,1.542,0.511,0.56,0.586,0,0,0,8.25
9.914,1.143,47.652,2.046,0.578,0.56,0.478,0,0,0,8.5
